Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
LOYANG VALLEY,222 Loyang Avenue  #04-06,1,174,Strata,1280000,-,7356,683,3-Jan-19,Condominium,99 Yrs From 20/08/1982,1985,Resale,Private,17,50,509068,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,77 Flora Drive  #03-23,1,45,Strata,548880,-,12197,1133,3-Jan-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506884,East Region,Pasir Ris
D'NEST,145 Pasir Ris Grove  #07-63,1,133,Strata,1560000,-,11729,1090,3-Jan-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518137,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #09-17,1,110,Strata,908000,-,8255,767,2-Jan-19,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,77 Flora Drive  #04-20,1,45,Strata,545000,-,12111,1125,2-Jan-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506884,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,8 Flora Drive  #07-03,1,85,Strata,865000,-,10176,945,8-Feb-19,Condominium,Freehold,2009,Resale,Private,17,50,506941,East Region,Pasir Ris
PARC OLYMPIA,62 Flora Drive  #04-43,1,72,Strata,765000,-,10625,987,7-Feb-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506859,East Region,Pasir Ris
NV RESIDENCES,91 Pasir Ris Grove  #08-29,1,135,Strata,1290000,-,9556,888,7-Feb-19,Condominium,99 Yrs From 07/01/2008,2013,Resale,Private,18,51,518190,East Region,Pasir Ris
RIPPLE BAY,8 Pasir Ris Link  #07-34,1,50,Strata,600888,-,12018,1116,1-Feb-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518162,East Region,Pasir Ris
PARC OLYMPIA,66 Flora Drive  #05-60,1,108,Strata,1078888,-,9990,928,1-Feb-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506861,East Region,Pasir Ris
RIS GRANDEUR,29 Elias Road  #13-17,1,120,Strata,1230000,-,10250,952,1-Feb-19,Condominium,Freehold,2005,Resale,HDB,18,51,519933,East Region,Pasir Ris
COCO PALMS,19 Pasir Ris Grove  #12-29,1,70,Strata,880000,-,12571,1168,1-Feb-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,Private,18,51,518144,East Region,Pasir Ris
LIVIA,61 Pasir Ris Grove  #13-01,1,143,Strata,1320000,-,9231,858,31-Jan-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,Private,18,51,518215,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,83 Flora Drive  #03-47,1,125,Strata,1240000,-,9920,922,31-Jan-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506887,East Region,Pasir Ris
LOYANG VILLAS,59 Loyang Rise,1,150,Land,1560000,-,10400,966,30-Jan-19,Terrace House,99 Yrs From 01/05/1993,1996,Resale,Private,17,50,507542,East Region,Pasir Ris
THE JOVELL,27 Flora Drive  #01-52,1,118,Strata,1531000,-,12975,1205,30-Jan-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,Private,17,50,506764,East Region,Pasir Ris
RIPPLE BAY,8 Pasir Ris Link  #03-30,1,45,Strata,565000,-,12556,1166,30-Jan-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518162,East Region,Pasir Ris
ESTELLA GARDENS,29 Flora Road  #04-08,1,106,Strata,968000,-,9132,848,30-Jan-19,Condominium,Freehold,1999,Resale,HDB,17,50,509742,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,28 Flora Drive  #03-52,1,87,Strata,828000,-,9517,884,29-Jan-19,Condominium,Freehold,2009,Resale,HDB,17,50,506951,East Region,Pasir Ris
PALM ISLES,32 Flora Drive  #01-14,1,78,Strata,780000,-,10000,929,29-Jan-19,Condominium,99 Yrs From 14/09/2011,2015,Resale,Private,17,50,506892,East Region,Pasir Ris
THE PALETTE,103 Pasir Ris Grove  #01-08,1,93,Strata,888000,-,9548,887,29-Jan-19,Condominium,99 Yrs From 20/10/2010,2015,Resale,HDB,18,51,518196,East Region,Pasir Ris
D'NEST,145 Pasir Ris Grove  #09-64,1,70,Strata,825000,-,11786,1095,29-Jan-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518137,East Region,Pasir Ris
LOYANG VILLAS,39 Loyang Rise,1,155,Land,1460000,-,9407,874,28-Jan-19,Terrace House,99 Yrs From 01/05/1993,1996,Resale,HDB,17,50,507562,East Region,Pasir Ris
BLUWATERS 2,205 Jalan Loyang Besar  #04-13,1,88,Strata,870000,-,9886,918,28-Jan-19,Condominium,946 Yrs From 01/01/1938,2010,Resale,HDB,17,50,509456,East Region,Pasir Ris
COCO PALMS,27 Pasir Ris Grove  #16-53,1,69,Strata,955000,-,13841,1286,25-Jan-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,Private,18,51,518073,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,89 Flora Drive  #07-65,1,93,Strata,880000,-,9462,879,25-Jan-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506890,East Region,Pasir Ris
OASIS @ ELIAS,62 Elias Road  #04-07,1,90,Strata,750000,-,8333,774,25-Jan-19,Condominium,99 Yrs From 17/03/2008,2011,Resale,Private,18,51,519939,East Region,Pasir Ris
BALLOTA PARK CONDOMINIUM,150 Mariam Way  #07-07,1,133,Strata,1120000,-,8421,782,25-Jan-19,Condominium,Freehold,2000,Resale,Private,17,50,507079,East Region,Pasir Ris
CASA AL MARE,75 Jalan Loyang Besar  #03-02,1,102,Strata,1720000,-,16863,1567,25-Jan-19,Apartment,Freehold,Uncompleted,New Sale,Private,17,50,506930,East Region,Pasir Ris
CASA AL MARE,75 Jalan Loyang Besar  #03-04,1,45,Strata,780000,-,17333,1610,25-Jan-19,Apartment,Freehold,Uncompleted,New Sale,Private,17,50,506930,East Region,Pasir Ris
AZALEA PARK CONDOMINIUM,6 Flora Road  #06-01,1,77,Strata,765000,-,9935,923,24-Jan-19,Condominium,999 Yrs From 12/10/1885,1996,Resale,Private,17,50,509727,East Region,Pasir Ris
PARC OLYMPIA,64 Flora Drive  #05-56,1,74,Strata,770000,-,10405,967,24-Jan-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,Private,17,50,506860,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,24 Flora Drive  #06-42,1,95,Strata,945000,-,9947,924,24-Jan-19,Condominium,Freehold,2009,Resale,HDB,17,50,506949,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,87 Flora Drive  #02-54,1,101,Strata,920000,-,9109,846,24-Jan-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506889,East Region,Pasir Ris
NV RESIDENCES,83 Pasir Ris Grove  #02-02,1,84,Strata,808000,-,9619,894,23-Jan-19,Condominium,99 Yrs From 07/01/2008,2013,Resale,HDB,18,51,518211,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #12-03,1,89,Strata,700000,-,7865,731,23-Jan-19,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
D'NEST,137 Pasir Ris Grove  #10-35,1,72,Strata,850000,-,11806,1097,22-Jan-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,HDB,18,51,518133,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,10 Flora Drive  #05-07,1,95,Strata,885000,-,9316,865,22-Jan-19,Condominium,Freehold,2009,Resale,HDB,17,50,506942,East Region,Pasir Ris
NV RESIDENCES,95 Pasir Ris Grove  #14-39,1,110,Strata,1163000,-,10573,982,22-Jan-19,Condominium,99 Yrs From 07/01/2008,2013,Resale,HDB,18,51,518192,East Region,Pasir Ris
SEASTRAND,7 Pasir Ris Link  #07-18,1,103,Strata,1083000,-,10515,977,21-Jan-19,Condominium,99 Yrs From 03/01/2011,2014,Resale,HDB,18,51,518188,East Region,Pasir Ris
LIVIA,71 Pasir Ris Grove  #10-22,1,118,Strata,1065000,-,9025,838,21-Jan-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,Private,18,51,518205,East Region,Pasir Ris
AZALEA PARK CONDOMINIUM,14 Flora Road  #07-02,1,140,Strata,1388000,-,9914,921,21-Jan-19,Condominium,999 Yrs From 12/10/1885,1996,Resale,Private,17,50,509731,East Region,Pasir Ris
LOYANG VILLAS,254 Loyang Rise,1,152,Land,1440000,-,9499,882,21-Jan-19,Terrace House,99 Yrs From 01/05/1993,1996,Resale,Private,17,50,507347,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,88 Flora Road  #03-30,1,124,Strata,1138000,-,9177,853,21-Jan-19,Condominium,Freehold,2006,Resale,HDB,17,50,507003,East Region,Pasir Ris
THE JOVELL,23 Flora Drive  #05-40,1,49,Strata,709000,-,14469,1344,19-Jan-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,Private,17,50,506762,East Region,Pasir Ris
PARC OLYMPIA,64 Flora Drive  #08-52,1,120,Strata,960000,-,8000,743,18-Jan-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506860,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,75 Flora Drive  #04-18,1,71,Strata,788000,-,11099,1031,18-Jan-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,Private,17,50,506883,East Region,Pasir Ris
LIVIA,69 Pasir Ris Grove  #09-13,1,125,Strata,1095000,-,8760,814,17-Jan-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,Private,18,51,518219,East Region,Pasir Ris
SEASTRAND,17 Pasir Ris Link  #07-44,1,53,Strata,563160,-,10626,987,17-Jan-19,Condominium,99 Yrs From 03/01/2011,2014,Resale,Private,18,51,518183,East Region,Pasir Ris
PARC OLYMPIA,54 Flora Drive  #08-24,1,61,Strata,690000,-,11311,1051,16-Jan-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506870,East Region,Pasir Ris
SEA ESTA,28 Pasir Ris Link  #11-23,1,102,Strata,1050000,-,10294,956,16-Jan-19,Condominium,99 Yrs From 09/01/2012,2015,Resale,HDB,18,51,518146,East Region,Pasir Ris
THE JOVELL,23 Flora Drive  #01-40,1,49,Strata,738000,-,15061,1399,15-Jan-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,Private,17,50,506762,East Region,Pasir Ris
THE JOVELL,13 Flora Drive  #01-11,1,42,Strata,612000,-,14571,1354,15-Jan-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506853,East Region,Pasir Ris
THE JOVELL,11 Flora Drive  #08-06,1,41,Strata,594000,-,14488,1346,12-Jan-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506852,East Region,Pasir Ris
THE PALETTE,117 Pasir Ris Grove  #03-56,1,83,Strata,930000,-,11205,1041,5-Mar-19,Condominium,99 Yrs From 20/10/2010,2015,Resale,HDB,18,51,518173,East Region,Pasir Ris
NV RESIDENCES,85 Pasir Ris Grove  #05-08,1,135,Strata,1388000,-,10281,955,4-Mar-19,Condominium,99 Yrs From 07/01/2008,2013,Resale,N.A,18,51,518212,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,92 Flora Road  #05-39,1,88,Strata,755000,-,8580,797,4-Mar-19,Condominium,Freehold,2006,Resale,Private,17,50,507005,East Region,Pasir Ris
COCO PALMS,29 Pasir Ris Grove  #02-55,1,70,Strata,855000,-,12214,1135,4-Mar-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,Private,18,51,518074,East Region,Pasir Ris
THE JOVELL,19 Flora Drive  #02-32,1,84,Strata,1093000,-,13012,1209,2-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506760,East Region,Pasir Ris
ESTELLA GARDENS,23 Flora Road  #08-07,1,123,Strata,1180000,-,9593,891,1-Mar-19,Condominium,Freehold,1999,Resale,Private,17,50,509739,East Region,Pasir Ris
PARC OLYMPIA,52 Flora Drive  #04-10,1,60,Strata,645000,-,10750,999,1-Mar-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506869,East Region,Pasir Ris
RIPPLE BAY,2 Pasir Ris Link  #03-04,1,45,Strata,565000,-,12556,1166,28-Feb-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,Private,18,51,518184,East Region,Pasir Ris
THE JOVELL,13 Flora Drive  #02-11,1,42,Strata,615000,-,14643,1360,28-Feb-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506853,East Region,Pasir Ris
COCO PALMS,23 Pasir Ris Grove  #13-42,1,84,Strata,1190000,-,14167,1316,28-Feb-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,Private,18,51,518071,East Region,Pasir Ris
D'NEST,137 Pasir Ris Grove  #09-33,1,70,Strata,815000,-,11643,1082,27-Feb-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,HDB,18,51,518133,East Region,Pasir Ris
LIVIA,79 Pasir Ris Grove  #08-38,1,123,Strata,1168000,-,9496,882,26-Feb-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,HDB,18,51,518209,East Region,Pasir Ris
PARC OLYMPIA,56 Flora Drive  #04-26,1,72,Strata,710000,-,9861,916,26-Feb-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506856,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,81 Flora Drive  #05-35,1,125,Strata,1238000,-,9904,920,26-Feb-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,Private,17,50,506886,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,14 Flora Drive  #08-19,1,176,Strata,1620000,-,9205,855,25-Feb-19,Condominium,Freehold,2009,Resale,Private,17,50,506944,East Region,Pasir Ris
THE JOVELL,15 Flora Drive  #01-18,1,42,Strata,612000,-,14571,1354,25-Feb-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506854,East Region,Pasir Ris
THE JOVELL,17 Flora Drive  #05-22,1,49,Strata,695000,-,14184,1318,23-Feb-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,Private,17,50,506855,East Region,Pasir Ris
LOYANG VALLEY,214 Loyang Avenue  #04-06,1,138,Strata,1120000,-,8116,754,22-Feb-19,Condominium,99 Yrs From 20/08/1982,1985,Resale,HDB,17,50,509065,East Region,Pasir Ris
D'NEST,127 Pasir Ris Grove  #02-01,1,87,Strata,935000,-,10747,998,22-Feb-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518178,East Region,Pasir Ris
RIPPLE BAY,6 Pasir Ris Link  #05-27,1,45,Strata,570000,-,12667,1177,22-Feb-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,Private,18,51,518161,East Region,Pasir Ris
THE JOVELL,15 Flora Drive  #02-18,1,42,Strata,615000,-,14643,1360,21-Feb-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506854,East Region,Pasir Ris
THE PALETTE,119 Pasir Ris Grove  #09-62,1,47,Strata,615000,-,13085,1216,21-Feb-19,Condominium,99 Yrs From 20/10/2010,2015,Resale,HDB,18,51,518174,East Region,Pasir Ris
RIPPLE BAY,10 Pasir Ris Link  #07-39,1,71,Strata,888000,-,12507,1162,21-Feb-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518163,East Region,Pasir Ris
LOYANG VILLAS,36 Loyang View,1,150,Land,1570000,-,10467,972,21-Feb-19,Terrace House,99 Yrs From 01/05/1993,1996,Resale,HDB,17,50,507234,East Region,Pasir Ris
D'NEST,139 Pasir Ris Grove  #06-42,1,131,Strata,1538000,-,11740,1091,21-Feb-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,HDB,18,51,518134,East Region,Pasir Ris
LIVIA,71 Pasir Ris Grove  #07-18,1,85,Strata,825000,-,9706,902,21-Feb-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,HDB,18,51,518205,East Region,Pasir Ris
RIPPLE BAY,8 Pasir Ris Link  #03-33,1,45,Strata,598000,-,13289,1235,21-Feb-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518162,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,8 Flora Drive  #08-04,1,82,Strata,850000,-,10366,963,14-Feb-19,Condominium,Freehold,2009,Resale,HDB,17,50,506941,East Region,Pasir Ris
RIPPLE BAY,6 Pasir Ris Link  #10-28,1,72,Strata,800000,-,11111,1032,13-Feb-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518161,East Region,Pasir Ris
STRATUM,88 Elias Road  #05-25,1,210,Strata,2218000,-,10562,981,13-Feb-19,Condominium,99 Yrs From 11/07/2012,2016,Resale,Private,18,51,519949,East Region,Pasir Ris
CARISSA PARK CONDOMINIUM,4 Flora Drive  #04-58,1,58,Strata,630000,-,10862,1009,13-Feb-19,Condominium,Freehold,2001,Resale,Private,17,50,507026,East Region,Pasir Ris
DAHLIA PARK CONDOMINIUM,1 Flora Drive  #07-03,1,118,Strata,1030000,-,8729,811,12-Feb-19,Condominium,Freehold,2003,Resale,Private,17,50,507009,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,98 Flora Road  #03-56,1,118,Strata,1123000,-,9517,884,11-Feb-19,Condominium,Freehold,2006,Resale,HDB,17,50,507008,East Region,Pasir Ris
CHANGI HEIGHTS,21 Jalan Sinar Bintang,1,161,Land,2350000,-,14596,1356,22-Mar-19,Terrace House,Freehold,2002,Resale,HDB,17,50,509244,East Region,Pasir Ris
LOYANG VILLAS,357 Loyang Rise,1,201,Land,1300000,-,6468,601,21-Mar-19,Terrace House,99 Yrs From 01/05/1993,1996,Resale,HDB,17,50,507290,East Region,Pasir Ris
PARC OLYMPIA,62 Flora Drive  #06-48,1,138,Strata,1320000,-,9565,889,21-Mar-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,HDB,17,50,506859,East Region,Pasir Ris
OASIS @ ELIAS,72 Elias Road  #15-21,1,137,Strata,1305000,-,9526,885,21-Mar-19,Condominium,99 Yrs From 17/03/2008,2011,Resale,Private,18,51,519944,East Region,Pasir Ris
THE JOVELL,15 Flora Drive  #06-18,1,42,Strata,627000,-,14929,1387,20-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506854,East Region,Pasir Ris
THE PALETTE,115 Pasir Ris Grove  #06-41,1,98,Strata,1070000,-,10918,1014,20-Mar-19,Condominium,99 Yrs From 20/10/2010,2015,Resale,Private,18,51,518172,East Region,Pasir Ris
THE JOVELL,15 Flora Drive  #04-18,1,42,Strata,621000,-,14786,1374,20-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506854,East Region,Pasir Ris
RIPPLE BAY,10 Pasir Ris Link  #04-47,1,71,Strata,777000,-,10944,1017,20-Mar-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518163,East Region,Pasir Ris
THE INFLORA,67 Flora Drive  #05-46,1,43,Strata,522000,-,12140,1128,19-Mar-19,Condominium,99 Yrs From 25/05/2012,2016,Resale,HDB,17,50,506850,East Region,Pasir Ris
SEASTRAND,13 Pasir Ris Link  #10-32,1,82,Strata,850000,-,10366,963,19-Mar-19,Condominium,99 Yrs From 03/01/2011,2014,Resale,HDB,18,51,518181,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,87 Flora Drive  #02-60,1,94,Strata,928000,-,9872,917,18-Mar-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,Private,17,50,506889,East Region,Pasir Ris
PALM ISLES,34 Flora Drive  #07-22,1,92,Strata,910000,-,9891,919,15-Mar-19,Condominium,99 Yrs From 14/09/2011,2015,Resale,HDB,17,50,506893,East Region,Pasir Ris
THE JOVELL,19 Flora Drive  #06-28,1,59,Strata,797000,-,13508,1255,15-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506760,East Region,Pasir Ris
SEASTRAND,15 Pasir Ris Link  #10-36,1,55,Strata,590000,-,10727,997,15-Mar-19,Condominium,99 Yrs From 03/01/2011,2014,Resale,HDB,18,51,518182,East Region,Pasir Ris
TOH ESTATE,42 Toh Crescent,1,622,Land,4880000,-,7852,729,13-Mar-19,Detached House,Freehold,2001,Resale,Private,17,50,507954,East Region,Pasir Ris
NV RESIDENCES,89 Pasir Ris Grove  #07-19,1,84,Strata,852000,-,10143,942,13-Mar-19,Condominium,99 Yrs From 07/01/2008,2013,Resale,Private,18,51,518214,East Region,Pasir Ris
LOYANG VALLEY,208 Loyang Avenue  #02-06,1,147,Strata,1100000,-,7483,695,11-Mar-19,Condominium,99 Yrs From 20/08/1982,1985,Resale,N.A,17,50,509062,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,75 Flora Drive  #05-14,1,45,Strata,565000,-,12556,1166,11-Mar-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,Private,17,50,506883,East Region,Pasir Ris
THE JOVELL,25 Flora Drive  #01-46,1,49,Strata,711000,-,14510,1348,9-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,Private,17,50,506763,East Region,Pasir Ris
RIPPLE BAY,6 Pasir Ris Link  #07-25,1,108,Strata,1110000,-,10278,955,8-Mar-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518161,East Region,Pasir Ris
RIPPLE BAY,6 Pasir Ris Link  #07-19,1,72,Strata,828000,-,11500,1068,6-Mar-19,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518161,East Region,Pasir Ris
SEASTRAND,17 Pasir Ris Link  #07-45,1,54,Strata,605000,-,11204,1041,10-Apr-19,Condominium,99 Yrs From 03/01/2011,2014,Resale,Private,18,51,518183,East Region,Pasir Ris
TOH ESTATE,19 Toh Heights,1,908,Land,11400000,-,12562,1167,8-Apr-19,Detached House,Freehold,Unknown,Resale,Private,17,50,507820,East Region,Pasir Ris
ESTELLA GARDENS,23 Flora Road  #05-09,1,120,Strata,1135000,-,9458,879,8-Apr-19,Condominium,Freehold,1999,Resale,HDB,17,50,509739,East Region,Pasir Ris
D'NEST,127 Pasir Ris Grove  #07-05,1,90,Strata,981888,-,10910,1014,8-Apr-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518178,East Region,Pasir Ris
LOYANG VILLAS,389 Loyang Rise,1,153,Land,1828000,-,11917,1107,8-Apr-19,Terrace House,99 Yrs From 01/05/1993,1996,Resale,HDB,17,50,507274,East Region,Pasir Ris
BELYSA,59 Pasir Ris Drive 1  #09-14,1,98,Strata,890000,-,9082,844,8-Apr-19,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,Private,18,51,519532,East Region,Pasir Ris
VUE 8 RESIDENCE,99 Pasir Ris Heights  #05-31,1,96,Strata,1132000,-,11792,1095,5-Apr-19,Condominium,99 Yrs From 10/09/2012,2017,Resale,Private,18,51,519291,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,92 Flora Road  #03-37,1,124,Strata,1135000,-,9153,850,5-Apr-19,Condominium,Freehold,2006,Resale,Private,17,50,507005,East Region,Pasir Ris
THE JOVELL,21 Flora Drive  #01-37,1,67,Strata,961000,-,14343,1333,3-Apr-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,N.A,17,50,506761,East Region,Pasir Ris
PALM ISLES,32 Flora Drive  #04-07,1,92,Strata,880000,-,9565,889,3-Apr-19,Condominium,99 Yrs From 14/09/2011,2015,Resale,HDB,17,50,506892,East Region,Pasir Ris
COCO PALMS,13 Pasir Ris Grove  #12-10,1,43,Strata,653000,-,15186,1411,2-Apr-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,Private,18,51,518141,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,82 Flora Road  #06-07,1,124,Strata,1210000,-,9758,907,2-Apr-19,Condominium,Freehold,2006,Resale,Private,17,50,507000,East Region,Pasir Ris
FERRARIA PARK CONDOMINIUM,14 Flora Drive  #03-18,1,85,Strata,855000,-,10059,934,1-Apr-19,Condominium,Freehold,2009,Resale,Private,17,50,506944,East Region,Pasir Ris
PARC OLYMPIA,66 Flora Drive  #02-58,1,60,Strata,670000,-,11167,1037,1-Apr-19,Condominium,99 Yrs From 25/01/2012,2015,Resale,Private,17,50,506861,East Region,Pasir Ris
THE JOVELL,21 Flora Drive  #03-37,1,67,Strata,921000,-,13746,1277,30-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506761,East Region,Pasir Ris
THE JOVELL,15 Flora Drive  #02-15,1,84,Strata,1062000,-,12643,1175,30-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,Private,17,50,506854,East Region,Pasir Ris
COCO PALMS,33 Pasir Ris Grove  #07-70,1,70,Strata,905000,-,12929,1201,29-Mar-19,Condominium,99 Yrs From 07/01/2008,2018,Resale,HDB,18,51,518076,East Region,Pasir Ris
THE GALE,64 Flora Road  #07-09,1,125,Strata,1385000,-,11080,1029,29-Mar-19,Condominium,Freehold,2013,Resale,HDB,17,50,506911,East Region,Pasir Ris
THE JOVELL,11 Flora Drive  #05-04,1,42,Strata,611000,-,14548,1352,29-Mar-19,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,HDB,17,50,506852,East Region,Pasir Ris
D'NEST,149 Pasir Ris Grove  #09-77,1,164,Strata,1880000,-,11463,1065,28-Mar-19,Condominium,99 Yrs From 20/10/2010,2017,Resale,Private,18,51,518139,East Region,Pasir Ris
PALM ISLES,32 Flora Drive  #03-07,1,92,Strata,880000,-,9565,889,28-Mar-19,Condominium,99 Yrs From 14/09/2011,2015,Resale,HDB,17,50,506892,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,73 Flora Drive  #08-11,1,45,Strata,540000,-,12000,1115,28-Mar-19,Condominium,99 Yrs From 28/07/2010,2015,Resale,HDB,17,50,506882,East Region,Pasir Ris
RIS GRANDEUR,27 Elias Road  #10-14,1,127,Strata,1300000,-,10236,951,28-Mar-19,Condominium,Freehold,2005,Resale,HDB,18,51,519932,East Region,Pasir Ris
SEA ESTA,18 Pasir Ris Link  #06-05,1,48,Strata,570000,-,11875,1103,27-Mar-19,Condominium,99 Yrs From 09/01/2012,2015,Resale,HDB,18,51,518156,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #13-28,1,117,Strata,958000,-,8188,761,26-Mar-19,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
LIVIA,79 Pasir Ris Grove  #08-41,1,85,Strata,815000,-,9588,891,26-Mar-19,Condominium,99 Yrs From 07/01/2008,2011,Resale,Private,18,51,518209,East Region,Pasir Ris
LOYANG VALLEY,220 Loyang Avenue  #05-04,1,174,Strata,1330000,-,7644,710,26-Mar-19,Condominium,99 Yrs From 20/08/1982,1985,Resale,Private,17,50,509067,East Region,Pasir Ris
THE GALE,70 Flora Road  #07-19,1,91,Strata,960000,-,10549,980,26-Mar-19,Condominium,Freehold,2013,Resale,HDB,17,50,506914,East Region,Pasir Ris
AVILA GARDENS,11 Flora Road  #04-02,1,163,Strata,1500000,-,9202,855,26-Mar-19,Condominium,Freehold,1995,Resale,HDB,17,50,509732,East Region,Pasir Ris
