buildingId,location,buildingType,maxOccupancy,units
559,"POLYGON ((-2197.255447770879 2635.882099537111, -2308.1738220658267 2640.617843603203, -2308.0640035571932 2707.7331753307326, -2196.555384998101 2714.39175073108, -2197.255447770879 2635.882099537111))",Residental,5,"[528,778]"
560,"POLYGON ((-1834.031152425389 3824.740169077295, -1921.3749996329266 3811.728906543225, -1918.1937613395564 3887.500610790238, -1824.4899511825029 3904.032374428499, -1818.2725912653364 3868.7917112963523, -1783.8147737211905 3875.8398973407834, -1779.540833125741 3969.5641614342035, -1822.8034002355334 3967.4271815549855, -1824.7768176710981 4007.3784721927736, -1738.621219587665 4011.634178497003, -1746.1928926591943 3842.7070758861214, -1834.031152425389 3824.740169077295))",Commercial,,
561,"POLYGON ((-231.28944078926972 4685.082303588908, -237.86356917031682 4638.397360323776, -277.47277181444105 4643.975089780885, -271.63303586635703 4685.444882522631, -317.02349799448183 4685.85281903221, -316.6640215611401 4725.851203708268, -225.66357213258254 4725.033357756288, -231.28944078926972 4685.082303588908))",Commercial,,[1300]
562,"POLYGON ((-3339.8026810615147 7571.916443877526, -3299.8067099522577 7572.484154215197, -3298.218364762328 7460.583059391791, -3338.2143358715844 7460.01534905412, -3339.8026810615147 7571.916443877526))",Residental,5,"[1363,1436,1587]"
563,"POLYGON ((-219.12733297868272 3400.280219164876, -215.79108161642526 3440.140844183155, -35.37284785157757 3424.486494509653, -38.97074140155409 3384.6486335981654, -219.12733297868272 3400.280219164876))",Residental,6,"[910,1236]"
564,"POLYGON ((603.5710526602331 471.8873677556213, 643.3864784790798 468.04915634092276, 633.6769833617587 367.32836719895397, 593.8615575429121 371.1665786136525, 603.5710526602331 471.8873677556213))",Residental,15,"[81,89,166,271]"
565,"POLYGON ((-4101.060208830511 6860.491058567828, -4139.648415667864 6849.957764065268, -4159.345760883795 6922.118020398591, -4120.757554046442 6932.651314901152, -4101.060208830511 6860.491058567828))",Residental,13,"[1424,1432,1463,1469,1610,1678]"
566,"POLYGON ((-1203.1210600115007 3436.236695322661, -1242.7685285692237 3430.9378051592053, -1260.5431183795117 3563.9312186649167, -1220.8956498217888 3569.2301088283725, -1203.1210600115007 3436.236695322661))",Residental,7,"[494,591,712]"
567,"POLYGON ((-2025.1466291258384 4734.123868969105, -1949.5610558646852 4730.566416621099, -1946.9116424055933 4633.415190887607, -2020.9451992595664 4639.989723781584, -2025.1466291258384 4734.123868969105))",Commercial,,[874]
568,"POLYGON ((-3837.622766030948 7063.744754948062, -3838.331051918498 7033.219910554362, -3778.0879223949 7035.951006888515, -3777.75487365011 7078.7712238193435, -3737.7560834907467 7078.4601196771755, -3738.3841458605348 6997.709877134312, -3843.474888141896 6992.945633588737, -3846.2439860688037 7023.934031498541, -3843.8058560554105 6992.925125637185, -3944.861369790214 6984.979457313468, -3946.4697433372576 7066.270395273505, -3837.622766030948 7063.744754948062))",Residental,1,[1669]
569,"POLYGON ((1345.9130434433164 4799.4663821405875, 1385.8915762070596 4798.156069941796, 1386.5689715816234 4632.196811759659, 1346.6016201405243 4630.581008930208, 1345.9130434433164 4799.4663821405875))",Residental,4,[137]
570,"POLYGON ((-1946.453067691774 4613.295759270444, -1944.9538383650406 4526.10933679344, -2015.175844880933 4530.95841747057, -2019.9418152434387 4619.821910500333, -1946.453067691774 4613.295759270444))",Residental,21,"[556,578,609,662,681,813,819]"
571,"POLYGON ((1832.7458075901054 5195.128864753015, 1792.7458084704065 5195.137256659409, 1792.7632450541987 5278.248686116595, 1873.6092697061101 5275.800564914008, 1877.4044141394306 5193.543717584154, 1837.4469200974775 5191.700169405428, 1832.7545961185613 5237.019361853678, 1832.7458075901054 5195.128864753015))",Residental,2,[91]
572,"POLYGON ((-4426.029973545914 5099.997691360755, -4386.066222980089 5098.295151871476, -4387.096062484174 5074.121704310785, -4371.05290202458 5078.192436091417, -4361.215197570873 5039.4210604248065, -4429.347150677451 5022.133512407944, -4426.029973545914 5099.997691360755))",Residental,16,"[1466,1536,1611,1681,1705]"
573,"POLYGON ((-1881.939514552499 4378.909366564376, -1881.6624935898267 4339.924280344011, -1921.6614837748216 4339.640054763379, -1922.2519837754842 4422.740962423477, -1842.499137262794 4415.48729681836, -1831.3343301673117 4232.729044319448, -1922.9789681651314 4233.036180421794, -1921.6619971210207 4339.445242913598, -1881.66506032082 4338.950221095103, -1882.4825219459422 4272.9006860341515, -1872.9348959297579 4272.868688301329, -1881.939514552499 4378.909366564376))",Commercial,,
574,"POLYGON ((649.2542369403529 2963.827898632476, 689.2475032510324 2964.5618262876765, 691.0837584370727 2864.5004072237375, 651.0904921263932 2863.766479568537, 649.2542369403529 2963.827898632476))",Residental,5,"[218,284]"
575,"POLYGON ((-3618.5834058929368 7466.31904593111, -3579.044941390818 7472.3779092580635, -3565.4664092880053 7383.76816836003, -3740.9848074555684 7420.543133969696, -3732.1542723535945 7459.556229845476, -3613.548764969766 7433.464373250816, -3618.5834058929368 7466.31904593111))",Residental,,
576,"POLYGON ((351.46155058014887 4810.575045694729, 314.21847674798795 4806.989018982188, 305.56766138216074 4896.8330110113475, 390.2903478941054 4884.472700393414, 391.64345649100676 4799.465368346641, 351.6485228972752 4798.828746926169, 351.46155058014887 4810.575045694729))",Commercial,,
577,"POLYGON ((-1914.7168751534716 2934.8203788679098, -1954.706461641732 2935.733052138032, -1951.8865220859122 3059.291197698728, -1911.8969355976524 3058.378524428606, -1914.7168751534716 2934.8203788679098))",Residental,7,"[540,799]"
578,"POLYGON ((-1427.4084263109085 4514.756085660112, -1427.1138272743183 4435.98525253413, -1523.7220727035944 4430.185126478626, -1521.4908675412296 4517.540978102398, -1427.4084263109085 4514.756085660112))",Commercial,,"[862,866]"
579,"POLYGON ((-1533.5906369060056 1326.838577817694, -1538.2778757588087 1366.5630009341698, -1313.5121661519515 1388.6151121348719, -1218.4420498820818 1387.9664053101087, -1219.4644831585592 1303.8253870557564, -1259.4615303429464 1304.3114081766148, -1258.9277143749766 1348.2417263095986, -1533.5906369060056 1326.838577817694))",Residental,12,"[60,99,204,330]"
580,"POLYGON ((-316.4842833444692 4745.850396046296, -316.12480691112745 4785.848780722354, -265.7899407728058 4785.396407500318, -282.91953184095837 4889.737860997495, -243.9225261984098 4898.639183984278, -227.00579320504698 4824.5263882824265, -224.49495311387236 4745.023662751824, -316.4842833444692 4745.850396046296))",Commercial,,[1281]
581,"POLYGON ((-2675.090173142066 6737.811404414152, -2635.2928156903113 6733.790168303544, -2638.9921630043273 6697.178478926306, -2616.8400773079143 6698.268899700951, -2612.2240478082003 6791.414848659717, -2667.9983564256954 6791.282431855507, -2750.3576480739 6776.2406732348, -2757.544208016649 6815.589794650523, -2671.6681995276217 6831.273831814408, -2572.4227125915263 6831.509455895426, -2580.1792528970823 6660.025071590653, -2683.463633116087 6654.940970913603, -2675.090173142066 6737.811404414152))",Residental,4,"[923,1235]"
582,"POLYGON ((-351.7427184312261 4050.410297707233, -362.37446517643997 4127.425606877447, -255.24571354002447 4117.148492948289, -249.25045238513775 4040.19042381203, -289.129624659369 4037.0837183669983, -292.51501198155114 4080.5401858773666, -315.8315077985526 4082.776992339495, -297.9751774294716 3967.963551059405, -337.4681216969519 3961.614743841849, -351.7427184312261 4050.410297707233))",Commercial,,
583,"POLYGON ((-3629.842018358834 6842.811992088508, -3630.9534675008035 6850.435719596838, -3630.5473375659562 6842.799397268398, -3719.495254750154 6838.068793941677, -3718.766653557812 6889.443203648717, -3628.4631961006444 6890.466507053204, -3628.376235814029 6882.7925224769615, -3534.4652935867716 6881.156062955312, -3535.1622139162537 6841.162134640449, -3629.842018358834 6842.811992088508))",Commercial,,[1780]
584,"POLYGON ((-711.2427036018971 5885.615459492572, -713.2144709515585 5810.33414201601, -788.9566827774185 5809.915138873942, -779.8914690074273 5878.268790956264, -711.2427036018971 5885.615459492572))",Commercial,,[1332]
585,"POLYGON ((-223.9304749147536 3851.992959618656, -328.16167272065957 3868.4840595552455, -321.8646111158941 3907.985287575976, -221.51768388351508 3891.9885498973504, -98.65837231899233 3894.057948801735, -98.82707351021084 3974.7140528175883, -243.6942371235722 3991.162277806958, -240.16337487797838 4031.006135700022, -60.41518248254629 4008.498428444533, -60.05101846046448 3856.6411019020834, -223.9304749147536 3851.992959618656))",Commercial,60,"[1331,1344]"
586,"POLYGON ((-1586.7429538635338 1366.572653322391, -1626.742509303803 1366.3840675837346, -1627.2237585197431 1468.4583539571258, -1587.2242030794737 1468.6469396957823, -1586.7429538635338 1366.572653322391))",Residental,,
587,"POLYGON ((1034.9012620593805 3610.646006703073, 869.740020578984 3614.969469209359, 868.9847787502827 3654.962338696058, 952.3534142701807 3656.536706365958, 1139.6134206918198 3642.163858401091, 1136.3326791871348 3602.2986262409813, 1034.9012620593805 3610.646006703073))",Commercial,,
588,"POLYGON ((-2629.794673156788 6511.465387862851, -2628.6124761364795 6568.024070117057, -2588.621211256428 6567.188167435183, -2590.633013859692 6470.939486173524, -2689.8125271173926 6472.262356490574, -2689.279048935854 6512.258798845237, -2629.794673156788 6511.465387862851))",Commercial,,"[1317,1321]"
589,"POLYGON ((733.8850857672697 1421.339795242202, 726.3088589965975 1382.0638383739172, 701.848678328459 1386.7821416405927, 706.5010351305731 1328.521439584885, 666.6279620167043 1325.3374106189256, 657.7896291798453 1436.0184047858872, 733.8850857672697 1421.339795242202))",Commercial,,
590,"POLYGON ((779.5643022064492 4262.529411351817, 776.3411619038895 4478.583088109828, 875.808302675399 4518.280631374563, 962.1788652461711 4517.130892755363, 943.6992607943021 4389.74459260311, 852.8715175341017 4375.124500593215, 846.5147402529554 4414.616162784087, 908.3320999579815 4424.566597026487, 916.0460404753576 4477.741454998282, 883.2388216225071 4478.1781747020905, 816.0538201615766 4451.364500542468, 817.7971276137341 4302.45878379238, 847.2299720316156 4302.4043598087555, 847.156008550804 4262.404428191269, 779.5643022064492 4262.529411351817))",Commercial,,[396]
591,"POLYGON ((-1865.774666157636 1085.2901204354566, -1825.7775588833442 1084.8090698260803, -1826.7812137070507 1001.3598674600435, -1866.7783209813424 1001.8409180694198, -1865.774666157636 1085.2901204354566))",Residental,,
592,"POLYGON ((888.8611019710095 4268.113745200304, 928.6398594532841 4263.912500960037, 919.0771179994341 4173.369330555311, 879.2983605171595 4177.570574795578, 888.8611019710095 4268.113745200304))",Commercial,,[393]
593,"POLYGON ((-1068.4008161801003 5647.519511436606, -1065.3625246693623 5687.403954327235, -970.7584466280808 5680.197265544287, -973.7967381388187 5640.312822653658, -1068.4008161801003 5647.519511436606))",Commercial,,
594,"POLYGON ((1961.8444561445547 4119.793643748638, 1957.7978958896085 4097.978246993876, 1760.683573995826 4078.5722539110957, 1785.1639068418906 4274.805348958305, 1824.8122663274487 4269.513129187363, 1805.6531799626853 4121.182642681688, 1923.689879102438 4133.4209439948, 1935.205215502001 4195.501233547873, 1974.534340369977 4188.2060339536765, 1961.8444561445547 4119.793643748638))",Commercial,,
595,"POLYGON ((79.76402363184991 4857.759391033682, 76.64194402719217 4897.63736263383, 183.7243685983008 4906.020934825589, 208.32601418385042 4722.362323726635, 72.28685149153921 4735.792979081113, 70.27377505187677 4819.424569524158, 110.26219204957354 4820.38712135046, 111.42393241698667 4772.123581678345, 164.44827219610093 4766.8886800597365, 151.21265087305608 4863.353163558705, 79.76402363184991 4857.759391033682))",Commercial,,[1285]
596,"POLYGON ((-1539.891842704931 1586.9620007279507, -1535.8736443625287 1626.7596650071657, -1427.1519280184377 1615.782502696032, -1283.8540984901267 1617.5511977681335, -1168.9789774992962 1646.2260633219723, -1159.2915164718697 1607.4168749918606, -1278.6942466519324 1577.6118379643228, -1428.9198244439874 1575.7576351475807, -1539.891842704931 1586.9620007279507))",Commercial,,[386]
597,"POLYGON ((370.5885617173169 1281.2831492320674, 365.28037230467527 1321.5866608092513, 434.71989905694255 1318.2279796978867, 439.52289244890795 1232.3996284575064, 374.98591301101123 1247.8953619853885, 370.5885617173169 1281.2831492320674))",Residental,6,"[274,283]"
598,"POLYGON ((-4189.148441751951 5224.998478061259, -4188.850791857906 5313.734714845944, -4111.84614855984 5314.68281514886, -4111.353695944763 5274.68584663346, -4148.983103365258 5274.222544018891, -4149.015769619568 5264.483986957986, -4110.973246824846 5263.993134998772, -4111.4893126056695 5223.996464185942, -4189.148441751951 5224.998478061259))",Residental,13,"[1493,1509,1558,1692,1721]"
599,"POLYGON ((1259.8827598480245 3341.2363750327854, 1262.1169872894536 3364.9617006689164, 1367.5320724133421 3355.034702003587, 1369.0860564312925 3298.4936302247324, 1166.774620482999 3308.0759814049065, 1151.4939382627883 3476.5220613675997, 1353.609313642434 3457.6394567011307, 1365.5617486671874 3375.3087337359875, 1263.9921026917236 3384.873605204349, 1267.7423334962634 3424.6974142752133, 1318.37437174345 3421.9284213928768, 1194.8507120721154 3434.045287195454, 1203.042501459977 3345.4797408362824, 1259.8827598480245 3341.2363750327854))",Commercial,,
600,"POLYGON ((-1346.9218270041004 3196.0738828168796, -1352.726819361637 3235.650417073039, -1250.6240558005843 3250.6266087304234, -1177.7205617068462 3245.7410217216593, -1100.7835888430436 3224.5416458477885, -1111.4092823382591 3185.978779800959, -1184.438969760957 3206.1015339982905, -1249.0410364030702 3210.4308054749113, -1346.9218270041004 3196.0738828168796))",Residental,12,"[577,608,721,771,780]"
601,"POLYGON ((-3.1031708704523093 5188.36131866274, 36.81567038344913 5185.814533837551, 29.885473641592966 5077.18917182808, -10.033367612308474 5079.73595665327, -3.1031708704523093 5188.36131866274))",Commercial,,
602,"POLYGON ((1446.124697225591 3465.5323912212143, 1371.42083773816 3475.4568532791263, 1361.6076142425763 3557.0396109835333, 1445.0042766847578 3555.311579095181, 1444.1756291123233 3515.3201632262635, 1406.8210899399862 3516.0941730364193, 1407.4319922220795 3511.015404282858, 1447.5722843891838 3505.6712671706327, 1531.9664660045958 3510.285208162233, 1534.1500577625225 3470.344853543944, 1446.124697225591 3465.5323912212143))",Residental,5,"[132,136]"
603,"POLYGON ((2079.9684088269764 4290.159997419096, 2078.88593858423 4250.174646874508, 1996.8931238030582 4252.394329355988, 1895.7960595311763 4241.419373288982, 1891.4790786486296 4281.1857369152885, 1995.2684554189163 4292.452966666021, 2079.9684088269764 4290.159997419096))",Residental,4,[293]
604,"POLYGON ((-4479.70258717462 4652.490278601921, -4478.739385877311 4612.501877242766, -4552.1126211480705 4610.734534888521, -4553.075822445379 4650.722936247676, -4479.70258717462 4652.490278601921))",Commercial,,[1751]
605,"POLYGON ((-4149.978958663273 6732.101807828624, -4142.9927378533375 6622.110555346333, -4243.673749516279 6634.62724928193, -4238.738926324014 6674.321676095541, -4185.972933414369 6667.761791837832, -4187.690268776495 6694.79956698855, -4256.923540898121 6699.955687940656, -4253.952783703278 6739.845217916444, -4149.978958663273 6732.101807828624))",Residental,7,"[1474,1551]"
606,"POLYGON ((-105.40517260723547 1570.1080236933437, -135.5416997471284 1573.339002587583, -148.3291671562525 1657.7219313838264, -31.916696063403535 1649.6945443507725, -34.66841834480985 1609.7893062925175, -101.3050608245425 1614.3843304746038, -19.254213495131047 1601.1008886276197, -23.518233098483663 1561.3288112765156, -105.40517260723547 1570.1080236933437))",Commercial,,
