Origin,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
St. Kitts and Nevis,0,0,0,0,0,0,485,0,0,32,40,2,0,35,0,0,109,0,1,0,0,89,0,0,0,0,36,0,0,0,0,0,0,0,2755,0,0,0,0,15,0,13,0,0,0,2,0,0,0,184,0,11,2,0,63,140,3,1,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0,22,0,0,0,0,11,0,0,0,3,0,0,0,0,0,2,0,0,6,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,69,0,0,3,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1078,1,0,0,0,42,0,0,0,0,44,0,39,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,18798,0,0,0,4,0,8326,0,0,0,0
St. Lucia,0,0,0,0,0,0,689,0,0,18,60,15,0,81,0,0,4456,0,17,0,0,73,0,0,0,0,177,0,0,0,0,0,0,0,4987,15,0,0,0,75,0,9,0,0,0,3,0,0,0,1,0,4,12,0,283,385,14,0,0,0,0,0,0,0,0,4,5039,0,0,0,0,0,0,0,0,246,0,0,0,0,223,0,0,0,2,0,0,0,0,0,14,0,0,21,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,504,1,0,0,0,0,0,45,0,103,0,0,290,0,0,0,35,54,0,0,0,0,0,0,0,885,0,8,0,0,0,0,0,0,8064,23000,0,0,0,6,0,3962,0,0,0,0
St. Martin (French part),0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent and the Grenadines,0,0,0,0,0,0,936,0,0,113,30,10,0,41,0,0,4938,0,4,0,0,59,0,0,0,0,35,0,0,0,0,0,0,0,13365,42,0,0,0,6,0,0,0,0,0,3,0,0,4,297,0,2,3,0,126,4,0,0,0,0,0,0,0,3,0,2,41,0,0,0,0,0,0,6,0,568,0,0,29,0,373,0,6,0,5,1,0,0,0,0,14,0,0,46,338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,171,439,0,0,0,0,0,16,14,0,0,0,0,0,0,0,6472,0,0,0,0,0,0,0,0,6565,19897,1,0,0,122,0,600,0,0,0,0
Sudan,0,0,3205,0,0,0,0,8,0,1,23610,758,0,0,14281,0,0,0,1210,0,0,2,0,2,0,0,46,0,56,0,0,0,0,62,15992,0,21264,344286,0,5,1228,0,0,5994,0,11,0,64,1,0,555,69,764,0,0,5,3,33459,0,0,209,17,41734,1,0,1051,3256,0,0,0,0,0,26,1821,0,0,0,0,6,0,0,0,0,0,202,1,0,0,0,3867,672,0,2183,2748,0,0,2265,0,29066,0,0,0,0,49611,0,0,0,725,0,0,14751,0,0,1,0,0,0,0,80,0,0,293,0,44,0,1,0,0,0,0,0,1534,0,0,183,0,4683,0,0,0,618,0,0,3706,17724,0,0,3,0,0,0,63,118,2,0,42000,8,258,0,0,0,504,435810,0,0,0,0,0,0,20,36,0,0,5008,563135,392,0,0,0,0,0,0,0,0,3763,1787,573,0,0,311,0,0,0,0,731,472,0,0,0,90652,174,127057,30000,39346,0,0,0,3,0,0,0,27397,0,0
Suriname,0,0,0,0,0,0,46,9,0,1345,150,22,0,0,0,0,47,0,3403,0,0,4,0,0,0,0,333,0,1,0,0,0,0,0,1005,0,0,0,0,5,105,6,0,0,0,20,0,0,0,1910,5,7,24,0,19,142,29,0,0,0,0,3,0,0,0,1,24753,0,0,0,0,0,0,8,0,0,0,0,0,0,4662,0,1,0,14,0,0,0,0,0,42,0,0,49,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,179460,0,0,1,0,0,0,39,0,0,0,7,0,5,6,128,0,15,0,0,10,14,0,0,0,0,0,0,0,0,0,0,539,0,1,0,0,0,0,220,0,5,42,0,0,0,0,0,44,131,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8,0,389,14555,1,0,0,46,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0,0,360,28,0,12,0,0,0,0,64,0,0,2,0,0,0,721,0,0,3,0,0,0,0,0,325,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,4,18,0,0,0,3,7,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,1513,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,49,0,0,39,0,0,3,0,84,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,180,0,85,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,599,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,1,17,0,0,87362,0,0,0,0,0,0,0,0,0,0,32,95,0,0,1048,0,0,0,0,0,0,89,0,0,0,0,0,0,1307,0,0,0,1,3,0,0,0,0,0,0
Sweden,0,0,167,0,46,0,0,561,0,2,12520,3000,0,30,0,0,0,338,3328,0,0,40,24,304,21,518,777,0,345,0,0,0,0,0,8282,0,13,0,0,1559,2566,194,0,0,0,257,0,611,13,0,1074,1206,13614,0,0,511,511,332,35,0,0,774,0,109,0,31994,10216,0,0,0,0,12000,0,5320,87,0,0,48,2,0,0,0,31,0,1669,1962,0,0,0,0,2008,0,1590,6011,0,1970,90,0,317,0,0,0,0,0,0,0,229,0,0,223,764,26,238,2185,0,0,0,0,0,37,0,582,0,0,0,441,0,0,317,0,129,0,0,0,92,0,4709,0,1439,34,0,0,0,49122,0,0,0,218,0,33,330,624,1401,831,0,0,251,475,0,0,2,0,0,0,1182,6,0,0,0,291,973,0,0,397,0,17275,231,0,0,0,0,0,0,0,0,9391,0,0,0,6438,0,0,0,0,0,7899,0,0,0,30,94,0,26000,48294,279,125,8,115,0,0,0,0,0,0
Switzerland,0,0,208,0,75,0,0,1995,0,13,15280,14611,0,319,0,0,0,28,5156,0,0,123,25,685,39,0,3657,0,437,0,0,13,0,0,23822,106,157,0,0,1283,1348,725,0,0,0,1073,0,2929,27,0,445,1095,1507,0,0,2959,2861,1285,59,0,0,93,0,11,0,1048,96715,144,0,0,14,48880,227,3630,0,0,0,160,16,0,0,800,61,737,2923,173,0,0,0,0,1049,0,4180,192793,0,1187,200,0,441,0,0,0,0,0,0,0,73,0,0,29,952,13339,42,564,0,0,156,0,88,123,0,129,0,30,105,1333,0,0,973,19,182,0,0,0,396,0,7025,0,3269,87,0,0,0,2242,0,0,0,378,0,285,908,1065,1088,16717,0,0,208,580,0,0,0,0,0,0,2836,13,0,0,0,727,3997,0,0,3244,0,60095,291,2,0,0,0,0,0,0,3584,0,0,53,0,6408,0,0,0,0,0,15355,0,0,0,0,61,0,16000,38144,260,0,1,671,0,0,0,0,0,0
Syrian Arab Republic,0,0,6165,0,0,0,249,1337,13937,3,15600,33569,0,0,5614,0,0,82,21717,0,0,1,0,2,4,0,2526,0,2055,0,0,0,0,0,25677,0,0,0,0,379,751,145,0,0,0,73,0,175,39,0,3835,1214,24143,0,16,106,96,174813,0,0,0,22,0,3,0,1961,17069,0,28,0,375,637845,81,7500,0,0,0,81,20,0,0,0,3,0,1869,59,0,2315,0,257096,288,0,7110,6232,0,0,724847,0,660,0,0,0,0,142000,0,0,18,1209286,0,0,28383,0,23,1,0,0,0,0,55,0,0,329,0,301,0,204,0,0,21,0,0,2098,0,0,0,0,38524,0,0,9,0,0,0,9720,0,0,0,273,0,44,13,63,631,27,20,12320,7479,3267,0,0,0,0,745580,0,145,1,0,0,0,255,94,0,0,192,0,7346,73,2,28,0,0,0,0,0,98216,11381,0,0,0,0,0,0,0,0,1252,3271533,0,0,0,0,3757,50463,10035,96694,66,125,0,15875,109,0,4691,2977,0,0
Tajikistan,24658,0,151,0,0,0,0,0,0,0,140,577,3456,0,0,0,0,5712,60,0,0,0,0,1,0,0,8,0,205,0,0,0,0,0,1232,0,0,0,0,3,550,1,0,0,0,5,0,0,0,0,11,319,33,0,0,0,0,282,0,0,0,215,0,0,0,51,247,0,0,0,2064,29081,0,95,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,46,0,1919,211,0,0,9,37614,17,0,0,0,0,0,2449,0,676,0,0,0,693,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,106,0,0,0,0,0,0,3,0,63,21,0,0,2,466837,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,84,0,0,0,0,0,0,0,0,304,215,0,0,0,0,0,0,0,0,0,395,2417,0,0,0,30954,0,372,4725,0,15631,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,10,0,1,4300,205,0,0,0,0,0,0,661,0,0,19,0,5,0,3073,107,0,19,0,28951,0,0,0,22900,21,0,0,0,11,498,8,145,0,0,15,0,0,2,0,171,40,738,0,0,4,0,137,0,0,529,4,0,8,0,541,653,0,0,0,0,1372,13,387,0,0,0,0,1,0,0,0,0,0,62,27,0,0,0,0,272,0,0,1655,0,0,1,0,39721,0,0,0,0,0,0,0,0,0,87,0,269,0,0,0,0,0,0,9682,248,0,0,5,0,0,0,19,0,0,0,0,0,0,8476,0,1018,0,1449,0,0,9,0,0,0,932,0,0,0,3,29,0,8,0,74,71,0,0,0,217,45373,0,0,0,0,0,0,20,0,0,0,1,5,0,0,15823,0,363,0,2,0,0,0,1,0,0,1700,874,0,0,0,0,0,0,0,0,0,331,0,0,0,35789,17,0,37000,49434,1,0,0,4,0,0,0,0,6208,0
Thailand,0,0,634,0,0,0,0,158,0,1,72250,5849,0,5,1189,10799,0,0,9072,0,0,38,66,9,0,0,563,25451,26,0,0,0,31791,0,15532,71,0,0,0,45,23357,8,0,0,0,55,0,0,0,0,308,1454,10910,0,0,0,11,1173,2,0,0,43,0,211,0,9742,18426,0,0,0,0,61000,0,390,157,0,0,0,49,0,0,0,0,19492,943,1232,0,23045,0,0,1804,0,0,10117,0,47047,103,0,38,0,568,34372,0,4092,0,3428,20,0,0,0,2913,87,26,184,991,0,0,0,93635,311,0,134,0,0,0,100,0,0,0,0,0,0,0,0,67,0,14192,0,8236,1,0,0,0,18940,0,0,0,148,0,0,27,350,105,281,24,2336,3,217,0,0,0,0,0,0,0,241,0,19873,0,80,301,0,0,1444,0,2291,277,1,0,0,0,0,0,0,38792,19782,0,0,0,0,161,0,0,0,0,218,0,0,0,0,8,12227,41353,253585,17,0,0,71,12077,0,0,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0,0,10540,38,0,0,0,0,0,0,8,0,0,0,0,0,0,0,60,0,0,0,0,8,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,23045,0,0,5,0,0,109,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,145,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1646,0,0,0,0,3,300,0,0,0,0,0
Togo,0,0,0,0,0,0,0,4,0,0,360,210,0,0,0,0,0,0,5868,0,49664,0,0,1,0,0,11,0,0,15882,0,0,0,10,2778,0,286,0,0,24,191,6,0,0,2473,2,56592,0,0,0,0,29,143,0,0,17,3,7,0,0,0,2,0,3,0,81,24123,0,21927,0,0,14298,142688,13,0,0,0,0,932,0,0,0,0,0,14,6,0,0,0,0,315,0,0,5261,0,0,1,0,236,0,0,0,0,0,0,0,0,0,0,383,0,0,0,20,0,0,0,0,0,0,6991,0,0,253,0,47,0,0,19,0,0,0,0,0,0,0,1148,0,0,0,11336,152128,0,112,0,0,0,1,0,0,3,0,14,78,0,0,0,18,0,0,0,69,0,1627,0,0,37,0,0,3,5,0,0,0,0,502,0,0,0,0,0,0,0,0,363,1983,0,0,0,3,0,0,0,0,0,4,0,0,0,3,10,0,1428,1411,0,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,1827,0,0,0,3,0,1,12440,6,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,103,0,0,0,0,342,0,0,0,0,0,2,0,0,0,0,0,6,16,0,0,20,0,0,0,0,0,1,0,0,1347,2,96,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,1,1,0,0,0,0,13,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,23911,0,0,0,0,5,0,0,0,2,28,0,1,0,0,0,0,0,0,4,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,20515,0,0,29,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,734,35,0,122,1850,111,0,406,0,0,2351,0,88,0,0,241,0,5,0,0,229,0,0,0,0,0,0,0,78137,404,0,0,0,13,0,39,0,0,0,78,0,0,3,98,17,11,139,0,308,138,67,0,0,0,0,4,0,3,0,38,417,0,0,0,0,920,0,17,0,3298,0,1,0,0,893,0,3,0,11,6,0,0,0,0,230,0,0,160,3464,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,0,0,23,0,0,0,30,0,0,0,0,0,0,0,0,0,0,553,0,0,3,0,0,0,348,0,0,0,122,0,1,9,0,3,5,228,0,12,9,0,0,0,0,0,0,0,1,0,0,215,8,7,0,0,42,0,207,0,271,787,0,3445,0,0,0,291,338,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,21826,242661,1,0,0,2851,0,1937,0,0,0,0
Tunisia,0,0,685,0,0,0,0,61,0,1,670,3864,0,0,490,0,0,0,14535,0,0,2,0,1,0,0,97,0,142,0,0,0,0,0,12771,0,0,0,0,20,161,11,0,0,0,4,0,0,0,0,42,1309,900,0,0,12,21,1269,0,0,0,15,0,23,0,693,394748,0,214,0,0,41471,0,1358,0,0,0,0,517,0,0,0,1,0,365,30,0,0,0,318,241,0,28320,104396,0,0,260,0,853,0,0,0,0,1944,0,0,0,0,0,0,3153,22,18,143,0,0,0,0,0,0,0,403,0,534,0,60,0,0,112,0,0,2643,0,0,0,0,4555,877,0,1,0,0,0,1039,0,0,0,4,0,0,7,585,439,142,0,1074,1400,335,0,0,5,0,0,0,39,0,0,0,0,164,83,67,0,188,0,2879,0,0,0,0,0,1,0,0,4996,11575,0,0,0,0,0,0,0,0,0,753,0,0,0,0,307,5602,9032,118931,4,0,0,14,0,0,602,0,0,0
Turkey,0,1978,564,0,0,0,0,888,1809,14,40390,160184,2080,19,4079,0,0,24,98634,0,0,142,0,38,8,0,443,0,9867,0,0,0,0,0,29386,0,7,0,0,319,1750,50,0,0,0,31,0,83,17,0,720,3000,32488,0,0,101,32,1044,1,0,0,239,0,3,0,6539,301950,0,0,0,983,1492580,0,32881,0,0,0,26,34,0,0,0,6,0,2330,78,103,0,2438,17865,1191,0,22060,19842,0,0,1033,85383,137,0,0,0,0,13400,1168,0,90,330,0,0,2591,810,153,212,0,19958,0,0,14,0,0,287,0,0,0,246,0,1108,76,204,75,0,0,0,32,0,191023,0,0,1,0,0,0,11280,0,0,0,115,0,5,63,906,937,308,29,8952,7992,10244,0,0,4,0,0,0,385,0,0,0,0,347,220,0,0,1864,0,4334,45,0,0,0,0,0,0,0,46373,78690,0,797,0,1,0,0,0,0,0,0,1152,0,0,0,1368,36417,87000,120745,92,7453,0,134,0,0,0,0,0,0
Turkmenistan,0,0,0,0,0,0,0,14,872,0,110,212,1691,0,0,0,0,5497,13,0,0,0,0,0,0,0,25,0,425,0,0,0,0,0,493,0,0,0,0,5,487,2,0,0,0,1,0,0,0,0,13,164,21,0,0,0,11,97,0,0,0,233,0,0,0,24,213,0,0,0,937,6790,0,113,0,0,0,0,0,0,0,0,0,0,25,1,0,0,4881,0,14,0,2341,243,0,0,2,2493,14,0,0,0,0,0,1112,0,719,0,0,0,242,0,397,0,0,0,0,0,218,0,0,1,0,0,0,1,0,1365,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,83,0,0,0,0,0,0,1,0,58,19,0,0,1,185795,0,0,0,0,0,0,28,0,0,0,0,12,9,0,0,0,0,60,0,0,0,0,0,0,0,0,235,116,0,458,0,0,0,0,0,0,0,5000,0,0,0,0,23824,0,642,2268,0,7100,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,6,0,0,0,0,0,0,1610,0,0,0,0,0,0,0,82,0,0,0,0,0,0,3,0,0,0,0,0,74,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1191,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,4,0,0,190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,415,1,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,144,0,0,3,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,12,0,0,3720,351,0,12,0,0,0,0,726,0,0,10,0,0,0,1704,79,0,8,0,921,0,0,0,13661,0,0,0,0,5,321,15,0,6637,0,30,0,0,2,0,23,42,1411,0,0,0,3,81,1,0,1533,7,230,0,0,202,588,0,0,0,0,2600,0,137,0,0,0,0,0,0,0,0,0,0,43,42,704,0,0,0,436,0,0,1009,0,0,3,0,332008,0,0,0,0,0,0,0,0,0,140,0,0,0,0,6,0,0,0,0,1629,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,445,0,1771,0,0,0,0,0,0,1285,0,0,0,4,0,0,3,0,68,29,0,0,2,82,106501,0,0,0,0,0,0,28,0,0,0,9,6,0,0,8009,145799,213,0,5,0,0,0,1481,0,57,4195,748,0,0,18524,0,0,0,0,0,0,28,0,0,0,0,49,0,70000,44965,1,0,3,4,0,0,0,0,477,0
Ukraine,0,0,195,0,0,0,0,5335,2638,9,16260,11949,41933,18,0,0,0,227042,1733,0,0,7,0,118,58,0,898,0,9639,0,0,22,0,0,76098,0,0,0,0,199,1437,241,0,0,0,155,0,737,639,0,3857,138000,8060,0,0,168,585,360,3,0,0,16119,0,15,0,1805,16121,0,0,0,25044,212000,0,19104,0,0,0,0,54,0,0,0,0,0,50222,303,0,0,0,0,4908,0,137472,231632,0,0,398,346445,100,0,0,0,0,0,29726,0,33966,127,0,0,893,38,20528,186,0,64,0,0,0,0,0,360,0,0,0,611,0,62728,0,0,121,0,0,0,237,0,1872,0,1439,82,0,0,0,4641,0,0,0,518,0,156,281,0,221307,48065,9,0,15698,3272304,0,0,63,0,0,0,2119,14,0,0,0,10450,2386,0,0,6288,0,96154,0,0,0,0,0,0,0,0,7322,9256,0,1241,0,0,0,0,0,0,0,6189,29339,0,0,0,0,0,27000,347759,70,123355,3,214,0,0,0,0,0,0
United Arab Emirates,0,0,617,0,0,0,0,25,0,0,8480,364,0,0,8371,0,0,22,501,0,0,3,0,0,0,0,40,0,141,0,0,0,0,0,16689,0,0,0,0,6,0,42,0,0,0,1,0,0,2,0,179,35,104,0,0,0,7,1143,0,0,0,13,0,0,0,167,23083,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,352,6,11866,0,0,293,462,0,0,413,0,0,210,0,320,0,0,0,0,26875,0,0,6,0,0,0,2837,0,37,0,0,0,0,0,195,0,0,32,0,151,0,12,0,0,88,0,0,0,0,0,0,0,1134,0,0,3,0,0,0,436,16584,0,0,2,0,0,9,444,134,3,0,18370,102,355,0,0,0,0,0,0,23,1,0,0,0,82,49,0,0,296,0,329,1689,1,0,0,0,0,0,0,1777,587,0,0,0,0,0,0,0,0,0,50,0,0,0,0,74,0,10095,12219,27,0,2,7,0,0,10931,0,0,0
United Kingdom,0,0,1606,0,973,0,1013,3029,0,61,1195150,10618,0,2077,3119,34266,4015,459,22375,513,0,4024,38,939,10,8561,6061,4624,8025,0,0,53,94,916,624411,2753,61,0,73030,18901,12623,1322,0,0,0,945,0,652,52,24,42854,9200,13429,0,638,803,3144,2978,90,0,56,874,0,252,1246,5735,188161,102,0,0,33,107005,2117,17358,15,0,0,232,7,0,583,0,103,17942,9387,1424,4817,32026,0,0,281100,39614,23990,62538,7139,20812,814,0,7526,22,307,5149,0,10237,0,0,2550,261,0,227,7393,72,3026,6946,0,0,156,1486,10049,171,0,12928,0,0,1326,3290,0,133,1862,89,88,1243,0,0,1594,0,50194,0,272071,73,0,0,0,19476,10464,0,0,2082,1700,178,1928,4416,37020,18989,227,6846,6870,1742,160,32,4,0,0,0,642,293,585,0,54,6255,1166,120,0,123764,0,258965,1193,315,980,0,891,0,0,0,25266,45236,0,322,19186,85850,0,0,0,2383,0,32140,0,449,7,1754,146,27840,0,696896,458,189,109,1831,1627,0,0,0,1348,15561
United States,0,2393,2196,3594,96,0,2678,27093,0,616,104310,10912,0,10071,1431,47103,1494,86,16394,4429,0,3495,146,5096,45,1322,23828,312,3204,0,0,359,201,3181,316649,3691,596,0,0,10900,71493,20140,0,0,168,19427,0,1893,554,336,3743,7000,8492,0,628,26397,39038,5688,5432,0,0,454,0,97,0,4752,54724,498,525,0,109,114145,952,22939,39,0,20726,8993,351,325,1273,3412,6866,13457,8208,2095,2694,12355,0,0,33006,279,92630,51925,9331,59991,2638,0,3184,172,1038,71817,0,5190,0,0,453,844,91,473,10106,135,1164,1162,0,0,169,0,15141,71,1815,1528,1433,240,119,739168,526,437,429,732,272,1872,0,0,973,0,28919,0,22893,3686,0,0,1394,17578,0,0,355,14497,1453,1992,11461,36683,14651,7188,188954,3140,3793,4591,142,1184,14,0,0,779,1277,11,484,17699,323,2273,2101,72,0,16713,0,44967,613,1133,669,0,692,0,369,266,19515,36582,0,281,17113,40258,74,364,0,5836,619,20089,0,998,20,1404,2765,14898,163000,0,2810,117,125,11417,3307,17132,7858,0,994,0
